"Seconds","O2","CO2","BP","WVP","FlowRate","Temperature","Marker","O2_lagcorrected","CO2_lagcorrected","WVP_lagcorrected","O2_lagdriftcorrected","CO2_lagdriftcorrected"
200,21.56478,0.1096111,98.96964,2.68926,138.3302,25.80274,-1,21.2015,0.4080532,2.72801,-0.377853511311553,0.395881496906086
201,21.55072,0.1278926,99.01088,2.692072,138.3365,25.79961,-1,21.21009,0.4033656,2.729573,-0.369252341545895,0.391192179864886
202,21.56322,0.147268,98.94339,2.693948,138.3177,25.79805,-1,21.19603,0.3997718,2.731136,-0.383301182226443,0.387596664010964
203,21.55228,0.167737,98.96213,2.69551,138.2927,25.79336,-1,21.19524,0.395553,2.731448,-0.384080033350966,0.383376149344067
204,21.55306,0.1907061,98.96213,2.697385,138.224,25.79961,-1,21.1929,0.3919592,2.731761,-0.386408894917206,0.37978063586394
205,21.5515,0.2136752,98.9959,2.69926,138.1865,25.79961,-1,21.19056,0.3878966,2.733011,-0.38873776692294,0.37571632357033
206,21.55931,0.2377381,98.99214,2.70176,138.1802,25.79805,-1,21.19837,0.3822715,2.734261,-0.380916649365918,0.370089512462983
207,21.55541,0.2569571,98.99214,2.703323,138.1365,25.78555,-1,21.19524,0.3772714,2.735198,-0.384035542243904,0.365087702541645
208,21.55775,0.2791449,99.03339,2.703948,138.0865,25.78711,-1,21.19915,0.3728964,2.737386,-0.380114445554646,0.360710993806063
209,21.55775,0.2997703,99.05214,2.70551,138.0927,25.78242,-1,21.21321,0.3672713,2.738323,-0.366043359295912,0.355084186255983
210,21.56869,0.3177393,99.01839,2.707073,138.0865,25.77149,-1,21.21556,0.3625837,2.740198,-0.363682283465462,0.350394879891151
211,21.56556,0.3353958,98.96964,2.711135,138.1427,25.7668,-1,21.21634,0.3572711,2.740823,-0.362891218061051,0.345080574711314
212,21.55384,0.3521148,99.01839,2.712073,138.1865,25.76211,-1,21.21556,0.3524273,2.741448,-0.363660163080436,0.340235070716217
213,21.564,0.3660213,98.96213,2.713635,138.274,25.7543,-1,21.2054,0.3488335,2.743323,-0.373809118521379,0.336639567905607
214,21.54994,0.3803965,98.99214,2.716448,138.2802,25.75586,-1,21.21947,0.3435209,2.744573,-0.35972808438164,0.331325266279231
215,21.56088,0.3939905,98.95088,2.716135,138.3177,25.75274,-1,21.21321,0.3388334,2.744573,-0.365977060658981,0.326636065836834
216,21.54994,0.4049281,98.98464,2.717698,138.3177,25.7543,-1,21.21478,0.3347708,2.744886,-0.36439604735115,0.322571766578163
217,21.5515,0.415397,99.06714,2.71926,138.3177,25.74961,-1,21.22025,0.3296145,2.746136,-0.358915044455919,0.317413768502964
218,21.57416,0.4236784,98.99214,2.720823,138.324,25.7543,-1,21.23196,0.3255519,2.747073,-0.347194051971037,0.313349471610983
219,21.55853,0.4310223,99.06714,2.723011,138.3365,25.74961,-1,21.23431,0.3199268,2.745198,-0.344833069894268,0.307722675901968
220,21.57025,0.4361786,99.04463,2.723635,138.349,25.75117,-1,21.23587,0.315708,2.745198,-0.34326209822337,0.303502181375663
221,21.57103,0.4421162,99.05214,2.725823,138.3302,25.74649,-1,21.24368,0.311958,2.745511,-0.335441136956099,0.299750488031815
222,21.564,0.4452412,98.96964,2.727073,138.3052,25.74805,-1,21.25618,0.3069579,2.749573,-0.322930186090218,0.294748695870171
223,21.57025,0.4452412,99.00714,2.72801,138.2365,25.74961,-1,21.264,0.3032078,2.753323,-0.315099245623486,0.290996904890476
224,21.56244,0.44696,98.97338,2.729573,138.1427,25.75274,-1,21.25306,0.300239,2.755823,-0.326028315553657,0.288026415092478
225,21.55306,0.4485225,99.01463,2.731136,138.0865,25.74961,-1,21.26634,0.2961765,2.759261,-0.312737395878496,0.283962226475921
226,21.564,0.4478975,98.95839,2.731448,138.049,25.74649,-1,21.26322,0.2921139,2.762699,-0.315846486595756,0.279897939040554
227,21.55384,0.44696,98.95839,2.731761,138.0052,25.74805,-1,21.26243,0.2883638,2.764886,-0.316625587703204,0.276146152786121
228,21.5515,0.4453975,98.96588,2.733011,137.9865,25.74649,-1,21.26712,0.2850825,2.766761,-0.311924699198592,0.272863167712369
229,21.55853,0.4455537,98.99214,2.734261,137.949,25.74961,-1,21.27571,0.281645,2.768949,-0.30332382107968,0.269423983819045
230,21.55931,0.4422725,98.98839,2.735198,137.9365,25.74492,-1,21.2804,0.2763324,2.750198,-0.298622953344228,0.264109701105895
231,21.55775,0.4411787,98.98839,2.737386,137.9802,25.75117,-1,21.28353,0.2732074,2.641759,-0.29548209599,0.260983019572664
232,21.55619,0.4371161,99.04463,2.738323,138.099,25.74492,-1,21.28822,0.2696136,2.49582,-0.290781249014746,0.2573875392191
233,21.55775,0.4349286,99.04839,2.740198,138.1865,25.74336,-1,21.30384,0.2663323,2.35613,-0.275150412416227,0.254104560044948
234,21.56869,0.4307098,99.02213,2.740823,138.2865,25.74805,-1,21.30619,0.2628947,2.238003,-0.272789586192207,0.250665282049955
235,21.57103,0.4261785,98.96964,2.741448,138.2802,25.74649,-1,21.31009,0.2591447,2.140814,-0.268878770340443,0.246913605233867
236,21.55462,0.4218034,99.01463,2.743323,138.2802,25.74492,-1,21.30931,0.2557071,2.062063,-0.269647964858688,0.24347432959643
237,21.56322,0.4189909,98.95839,2.744573,138.324,25.75117,-1,21.30228,0.2535196,1.999249,-0.276667169744712,0.241285155137391
238,21.55228,0.414772,98.93964,2.744573,138.3177,25.74492,-1,21.31712,0.250082,1.949249,-0.261816384996262,0.237845881856496
239,21.54838,0.4108657,99.00714,2.744886,138.374,25.74492,51,21.30775,0.2480507,1.909248,-0.271175610611106,0.235812909753491
240,21.55931,0.4080532,98.99963,2.746136,138.3677,25.72461,-1,21.3054,0.2449257,1.883935,-0.273514846586998,0.232686238828122
241,21.55931,0.4033656,98.99214,2.747073,145.6491,25.77774,-1,21.33822,0.2418006,1.878935,-0.2406840929217,0.229559469080136
242,21.55931,0.3997718,98.99214,2.745198,142.3615,25.84024,-1,21.32415,0.2382068,1.902998,-0.254743349612969,0.225964000509279
243,21.55931,0.395553,98.99963,2.745198,136.8365,25.89805,-1,21.34212,0.2343005,1.953936,-0.236762616658563,0.222056033115297
244,21.55931,0.3919592,99.03339,2.745511,131.8301,25.93243,-1,21.3304,0.2313317,2.022375,-0.248471894056244,0.219085566897937
245,21.56947,0.3878966,99.03339,2.749573,128.0676,25.93712,-1,21.34603,0.2285192,2.096438,-0.232831181803771,0.216271401856945
246,21.56556,0.3822715,99.04089,2.753323,125.355,25.92618,-1,21.34915,0.2238316,2.169877,-0.229700479898899,0.211582137992066
247,21.56869,0.3772714,99.01463,2.755823,123.4425,25.91055,-1,21.34291,0.2200816,2.239253,-0.235929788339391,0.207830475303048
248,21.56322,0.3728964,98.95839,2.759261,122.0737,25.88868,-1,21.33978,0.2161752,2.301754,-0.239049107123002,0.203922413789637
249,21.54759,0.3672713,99.01463,2.762699,121.1487,25.86993,-1,21.35384,0.2105502,2.35613,-0.224978436247493,0.198295753451578
250,21.55931,0.3625837,98.95839,2.764886,120.455,25.8543,-1,21.34837,0.2044563,2.402693,-0.23043777571063,0.192200194288619
251,21.54838,0.3572711,98.95839,2.766761,120.0675,25.8293,-1,21.34837,0.1969562,2.444256,-0.230427125510158,0.184698436300505
252,21.55072,0.3524273,98.99963,2.768949,119.8175,25.81524,-1,21.35384,0.1880498,2.478944,-0.224946485643844,0.175790379486983
253,21.55228,0.3488335,98.99214,2.750198,119.6175,25.80586,-1,21.36322,0.1789872,2.508945,-0.21555585610945,0.166726123847799
254,21.55462,0.3435209,98.99963,2.641759,119.4549,25.80274,-1,21.36712,0.169612,2.53457,-0.211645236904726,0.157349269382699
255,21.55775,0.3388334,99.02964,2.49582,119.38,25.7918,-1,21.36947,0.1591431,2.557383,-0.209284628027437,0.146878716091429
256,21.55853,0.3347708,99.05589,2.35613,119.3237,25.77774,-1,21.37337,0.151018,2.578008,-0.20537402947534,0.138751963973737
257,21.55619,0.3296145,99.04839,2.238003,119.2299,25.77461,-1,21.39134,0.1425804,2.595821,-0.187393441246201,0.130312713029367
258,21.56869,0.3255519,99.01839,2.140814,119.1737,25.76992,-1,21.39603,0.133674,2.610821,-0.182692863337767,0.121404663258067
259,21.56322,0.3199268,98.97713,2.062063,119.1737,25.77617,-1,21.38509,0.1282052,2.623634,-0.193622295747801,0.115934214659583
260,21.55072,0.315708,99.02213,1.999249,119.1299,25.76836,-1,21.40072,0.1247676,2.635822,-0.17798173847407,0.11249496723366
261,21.55775,0.311958,98.97338,1.949249,119.0862,25.75899,-1,21.39603,0.1224238,2.645197,-0.182661191514324,0.110149520980046
262,21.54369,0.3069579,98.96213,1.909248,119.0362,25.74961,-1,21.40931,0.1221113,2.654572,-0.169370654866324,0.109835375898486
263,21.53822,0.3032078,99.00339,1.883935,118.9112,25.75586,-1,21.4015,0.1241426,2.661447,-0.17717012852783,0.111865031988726
264,21.53509,0.300239,98.9959,1.878935,118.8237,25.75117,-1,21.40541,0.1275802,2.668947,-0.173249612496601,0.115300989250514
265,21.539,0.2961765,98.98839,1.902998,118.7799,25.74649,-1,21.41634,0.133049,2.676135,-0.162309106770394,0.120768147683595
266,21.53509,0.2921139,98.9959,1.953936,118.7049,25.74024,-1,21.41869,0.1394553,2.68176,-0.159948611346969,0.127172807287716
267,21.52806,0.2883638,98.98839,2.022375,118.6924,25.73868,-1,21.42572,0.1477367,2.687697,-0.152908126224091,0.135452568062622
268,21.51634,0.2850825,99.03714,2.096438,118.6424,25.74024,-1,21.42572,0.1566431,2.692698,-0.152897651399506,0.144357330008061
269,21.52259,0.281645,99.05214,2.169877,118.6049,25.7418,-1,21.43978,0.1663307,2.698323,-0.138827186870984,0.154043293123778
270,21.51322,0.2763324,98.96964,2.239253,118.6237,25.73868,-1,21.44213,0.1766434,2.702698,-0.136466732636279,0.16435435740952
271,21.489,0.2732074,99.02964,2.301754,118.6987,25.73242,-1,21.43509,0.1861748,2.707073,-0.143496288693154,0.173884122865032
272,21.48744,0.2696136,98.97713,2.35613,118.7862,25.73555,-1,21.42572,0.1971125,2.710198,-0.152855855039363,0.184820189490062
273,21.47025,0.2663323,99.01839,2.402693,118.8799,25.73868,-1,21.43978,0.2068001,2.713635,-0.138785431672666,0.194506157284355
274,21.46556,0.2628947,98.95088,2.444256,118.8799,25.7418,-1,21.42337,0.2133627,2.717073,-0.155185018590824,0.201067126247658
275,21.44213,0.2591447,98.96588,2.478944,118.9424,25.73086,-1,21.42416,0.2218003,2.72051,-0.154384615791592,0.209503096379717
276,21.42416,0.2557071,98.99963,2.508945,118.9362,25.7293,-1,21.42259,0.2278942,2.722698,-0.155944223272737,0.215595367680278
277,21.43275,0.2535196,98.9959,2.53457,118.8987,25.72774,-1,21.42884,0.233363,2.724885,-0.149683841032008,0.221062540149088
278,21.40228,0.250082,99.06339,2.557383,118.9174,25.73711,-1,21.42103,0.2366443,2.72676,-0.157483469067177,0.224342213785893
279,21.40228,0.2480507,99.00714,2.578008,118.9299,25.73399,-1,21.42103,0.2394568,2.729886,-0.157473107375989,0.227153088590439
280,21.37103,0.2449257,99.05963,2.595821,118.9487,25.72774,-1,21.41869,0.2443007,2.732698,-0.159802755956207,0.231995364562472
281,21.36634,0.2418006,99.04463,2.610821,118.9424,25.71992,-1,21.42494,0.2461757,2.735823,-0.153542414805596,0.233868741701739
282,21.35384,0.2382068,99.01839,2.623634,118.9362,25.72774,-1,21.42259,0.249457,2.737073,-0.155882083921906,0.237148420007986
283,21.32962,0.2343005,98.97713,2.635822,118.8487,25.72618,-1,21.40541,0.2499258,2.738948,-0.173051763302905,0.237615599480959
284,21.30619,0.2313317,99.01463,2.645197,118.7799,25.72618,-1,21.40931,0.2533633,2.741448,-0.169141452946345,0.241051480120404
285,21.30306,0.2285192,98.98464,2.654572,118.7424,25.72305,-1,21.39603,0.2530508,2.743636,-0.182411152849991,0.240737361926069
286,21.27962,0.2238316,98.95839,2.661447,118.6987,25.71524,-1,21.39134,0.2521133,2.744261,-0.187090863011594,0.239798244897698
287,21.26478,0.2200816,99.01088,2.668947,118.7174,25.72305,-1,21.38822,0.2522695,2.745511,-0.190200583428918,0.239952829035039
288,21.25228,0.2161752,98.97338,2.676135,118.6987,25.72305,-1,21.38353,0.2518008,2.748323,-0.194880314099724,0.239482514337837
289,21.2515,0.2105502,98.98839,2.68176,118.6612,25.72461,-1,21.38744,0.2511758,2.749261,-0.190960055021765,0.238855900805839
290,21.23978,0.2044563,98.99214,2.687697,118.6487,25.72305,-1,21.38509,0.2483632,2.751136,-0.193299806192808,0.236041688438792
291,21.23275,0.1969562,99.05214,2.692698,118.6924,25.71524,-1,21.38197,0.2468007,2.751136,-0.196409567610605,0.234477577236441
292,21.22103,0.1880498,99.04839,2.698323,118.7487,25.72461,-1,21.38041,0.2458632,2.752073,-0.197959339272916,0.233538467198532
293,21.22728,0.1789872,99.04839,2.702698,118.8424,25.72149,-1,21.38822,0.2443007,2.755198,-0.190139121177502,0.231974358324812
294,21.22415,0.169612,98.97338,2.707073,118.8799,25.71836,-1,21.389,0.2418006,2.756761,-0.189348913322124,0.229472650615028
295,21.2015,0.1591431,99.01463,2.710198,118.8799,25.71367,-1,21.38041,0.2413319,2.758011,-0.197928715704535,0.229002344068925
296,21.21009,0.151018,98.96964,2.713635,118.8924,25.71211,-1,21.36868,0.2396131,2.758323,-0.209648528322496,0.22728193868625
297,21.19603,0.1425804,98.96964,2.717073,118.9362,25.72149,-1,21.38119,0.2378943,2.758949,-0.19712835117377,0.225561534466749
298,21.19524,0.133674,98.94714,2.72051,118.9299,25.71055,-1,21.36947,0.2355505,2.760511,-0.208838184256113,0.223216131410169
299,21.1929,0.1282052,98.96213,2.722698,118.9237,25.71367,-1,21.36712,0.2330505,2.760511,-0.211178027567279,0.220714529516255
300,21.19056,0.1247676,98.99214,2.724885,118.9612,25.70899,-1,21.36712,0.231488,2.763011,-0.211167881105037,0.219150428784754
301,21.19837,0.1224238,98.97713,2.72676,118.9674,25.7168,-1,21.3765,0.2271129,2.764574,-0.201777744867137,0.214773729215412
302,21.19524,0.1221113,98.9959,2.729886,118.9737,25.71367,-1,21.38744,0.2244566,2.765511,-0.190827618851344,0.212115830807975
303,21.19915,0.1241426,99.03339,2.732698,118.8924,25.70586,-1,21.37259,0.2233629,2.767074,-0.205667503055416,0.21102053356219
304,21.21321,0.1275802,99.04089,2.735823,118.8049,25.7043,-1,21.39134,0.2210191,2.767386,-0.186907397477107,0.208675137477803
305,21.21556,0.133049,98.95464,2.737073,118.7549,25.69805,-1,21.389,0.2177378,2.768949,-0.189237302114183,0.205392242554561
306,21.21634,0.1394553,99.01839,2.738948,118.7549,25.71211,-1,21.38431,0.2164878,2.768636,-0.193917216964397,0.204140648792209
307,21.21556,0.1477367,98.96213,2.741448,118.6987,25.70742,-1,21.37494,0.215394,2.770824,-0.203277142025513,0.203045256190494
308,21.2054,0.1566431,98.9959,2.743636,118.6924,25.7043,-1,21.38665,0.2133627,2.771449,-0.191557077295286,0.201012364749161
309,21.21947,0.1663307,98.95088,2.744261,118.6424,25.69336,-1,21.37884,0.2102377,2.772386,-0.199357022771476,0.197885774467959
310,21.21321,0.1766434,98.94339,2.745511,118.6612,25.69805,-1,21.37806,0.2085189,2.773011,-0.200126978451841,0.196165385346632
311,21.21478,0.1861748,98.98464,2.748323,118.6799,25.69649,-1,21.38119,0.2069564,2.772386,-0.196986944334146,0.194601297384926
312,21.22025,0.1971125,98.98839,2.749261,118.7362,25.70586,-1,21.38197,0.2050813,2.774261,-0.196196920416142,0.192724610582589
313,21.23196,0.2068001,98.99963,2.751136,118.7862,25.70118,-1,21.38978,0.2018,2.774574,-0.188376906695591,0.189441724939367
314,21.23431,0.2133627,98.99214,2.751136,118.8487,25.69649,-1,21.39056,0.1994562,2.775824,-0.187586903170253,0.187096340455005
315,21.23587,0.2218003,98.97713,2.752073,118.8487,25.70274,-1,21.38978,0.1978937,2.776761,-0.188356909837889,0.18553225712925
316,21.24368,0.2278942,99.04463,2.755198,118.8424,25.70586,-1,21.39525,0.1955499,2.778011,-0.182876926696249,0.183186874961848
317,21.25618,0.233363,99.00714,2.756761,118.8362,25.69805,-1,21.40931,0.1935187,2.778636,-0.168806953743101,0.181154093952546
318,21.264,0.2366443,98.98089,2.758011,118.8362,25.69649,-1,21.39368,0.1921124,2.779261,-0.184426990976203,0.17974621410109
319,21.25306,0.2394568,99.02213,2.758323,118.7924,25.69336,-1,21.40619,0.1900811,2.780199,-0.171907038393311,0.177713335407226
320,21.26634,0.2443007,98.97338,2.758949,118.8424,25.68711,-1,21.39681,0.1900811,2.780824,-0.181277095992183,0.1777117578707
321,21.26322,0.2461757,98.96213,2.760511,118.7924,25.69336,-1,21.40931,0.1878936,2.781136,-0.168767163770578,0.175522681491259
322,21.26243,0.249457,98.95839,2.760511,118.7924,25.6918,-1,21.39915,0.186331,2.781449,-0.178917241726264,0.173958506268649
323,21.26712,0.2499258,98.99963,2.763011,118.7549,25.68711,-1,21.40072,0.1858623,2.782074,-0.177337329856986,0.173488232202616
324,21.27571,0.2533633,98.9959,2.764574,118.6487,25.68711,-1,21.4015,0.183831,2.782699,-0.176547428160514,0.171455359292907
325,21.2804,0.2530508,98.9959,2.765511,118.6049,25.68242,-1,21.41166,0.1811747,2.783324,-0.166377536634599,0.168797487539267
326,21.28353,0.2521133,98.99214,2.767074,118.5987,25.69336,-1,21.40775,0.1797684,2.784574,-0.170277655277005,0.167389616941443
327,21.28822,0.2522695,99.04839,2.767386,118.5424,25.6918,-1,21.41166,0.1783622,2.784886,-0.166357784085488,0.165981847499182
328,21.30384,0.2518008,99.04839,2.768949,118.5487,25.68711,-1,21.40931,0.1771121,2.784261,-0.16869792305781,0.164730179212229
329,21.30619,0.2511758,99.04839,2.768636,118.5487,25.68086,-1,21.42494,0.1758621,2.786449,-0.153058072191733,0.163478612080331
330,21.31009,0.2483632,99.00714,2.770824,118.5237,25.67774,-1,21.42259,0.1741434,2.786761,-0.155398231485005,0.161758346103234
331,21.30931,0.2468007,98.96588,2.771449,118.5924,25.68867,-1,21.41166,0.1735183,2.786136,-0.166318400935392,0.161131681280685
332,21.30228,0.2458632,99.01839,2.772386,118.6987,25.68399,-1,21.42494,0.1725808,2.787699,-0.153028580540656,0.160192617612429
333,21.31712,0.2443007,98.95464,2.773011,118.7862,25.68242,-1,21.41244,0.1711746,2.788324,-0.165518770298551,0.158784855098213
334,21.30775,0.2418006,98.96213,2.772386,118.8049,25.67617,-1,21.41556,0.1699245,2.787699,-0.162388970206838,0.157533193737783
335,21.3054,0.2413319,99.06714,2.774261,118.7924,25.67461,-1,21.414,0.1686745,2.788949,-0.16393918026327,0.156281633530886
336,21.33822,0.2396131,98.99214,2.774574,118.7487,25.68242,-1,21.42494,0.1672682,2.789574,-0.152989400465618,0.154873774477268
337,21.32415,0.2378943,99.06714,2.775824,118.7487,25.67617,-1,21.4265,0.163987,2.789886,-0.151419630811631,0.151591016576675
338,21.34212,0.2355505,99.03714,2.776761,118.7362,25.67774,-1,21.42572,0.1621119,2.789574,-0.152189871299072,0.149714359828853
339,21.3304,0.2330505,99.05589,2.778011,118.7424,25.66836,-1,21.42884,0.1607057,2.786761,-0.149060121925697,0.148306604233548
340,21.34603,0.231488,98.97338,2.778636,118.7362,25.66992,-1,21.44291,0.1603931,2.784886,-0.134980382689267,0.147992449790508
341,21.34915,0.2271129,99.01088,2.779261,118.7487,25.67774,-1,21.44213,0.1589869,2.784574,-0.135750653587547,0.146584696499477
342,21.34291,0.2244566,98.95464,2.780199,118.7487,25.68242,-1,21.42962,0.1571119,2.785199,-0.148250934618282,0.144708144360203
343,21.33978,0.2233629,99.02213,2.780824,118.6549,25.67149,-1,21.43978,0.1580494,2.788324,-0.138081225779242,0.145644093372432
344,21.35384,0.2210191,98.97338,2.781136,118.5987,25.6668,-1,21.42962,0.1555493,2.790199,-0.148231527068184,0.14314244353591
345,21.34837,0.2177378,98.94339,2.781449,118.5612,25.66055,-1,21.44369,0.1549243,2.790199,-0.134151838482865,0.142515894850383
346,21.34837,0.2164878,98.96213,2.782074,118.5299,25.66992,-1,21.43353,0.1533618,2.790511,-0.144302160021041,0.140951847315597
347,21.35384,0.215394,98.99963,2.782699,118.4299,25.66836,-1,21.42884,0.1511743,2.793324,-0.148982491680478,0.138762800931299
348,21.36322,0.2133627,98.99963,2.783324,118.4612,25.67149,-1,21.43666,0.1502367,2.794261,-0.141152833458932,0.137823655697235
349,21.36712,0.2102377,98.99214,2.784574,118.4549,25.66367,-1,21.43978,0.1486742,2.795824,-0.138023185354161,0.136259611613152
350,21.36947,0.2085189,98.99214,2.784886,118.3924,25.66055,-1,21.44056,0.1469554,2.790824,-0.137233547363923,0.134539268678795
351,21.37337,0.2069564,99.05214,2.784261,118.5112,25.66367,-1,21.44213,0.1458617,2.768636,-0.135653919485982,0.133444026893911
352,21.39134,0.2050813,99.05214,2.786449,118.5424,25.6793,-1,21.45619,0.1433616,2.727698,-0.121584301718091,0.130942386258247
353,21.39603,0.2018,98.97338,2.786761,118.6424,25.67149,-1,21.45384,0.1436741,2.679885,-0.123924694058012,0.131253346771547
354,21.38509,0.1994562,99.01839,2.786136,118.6924,25.67149,-1,21.45306,0.1413304,2.637384,-0.124695096503501,0.12890810843356
355,21.40072,0.1978937,98.96588,2.787699,118.7049,25.66211,-1,21.44134,0.1419554,2.608009,-0.13640550905232,0.12953157124403
356,21.39603,0.1955499,99.01839,2.788324,118.7049,25.65586,-1,21.45462,0.1399241,2.593321,-0.12311593170223,0.127498735202705
357,21.40931,0.1935187,98.97338,2.787699,118.7487,25.66367,-1,21.44369,0.1396116,2.590508,-0.134036364450985,0.12718470030933
358,21.4015,0.1921124,98.96213,2.788949,118.6862,25.66367,-1,21.43978,0.1380491,2.594883,-0.137936807296349,0.125620666563652
359,21.40541,0.1900811,99.00714,2.789574,118.7112,25.65742,52,21.44837,0.1360178,2.605196,-0.129337260236074,0.123587833965417
360,21.41634,0.1900811,98.99214,2.789886,118.6987,25.63242,-1,21.45384,0.1358615,2.617384,-0.123857723267925,0.123430002514371
361,21.41869,0.1878936,98.98464,2.789574,132.2739,25.67774,-1,21.46869,0.1333615,2.631134,-0.10899819638966,0.120928472210261
362,21.42572,0.186331,99.05214,2.786761,133.9364,25.74805,-1,21.45462,0.131799,2.644884,-0.123058679599033,0.119364443052833
363,21.42572,0.1858623,99.04463,2.784886,130.2614,25.8043,-1,21.46712,0.131174,2.657384,-0.110549172893808,0.118737915041834
364,21.43978,0.183831,98.95088,2.784574,125.3175,25.84493,-1,21.46869,0.1291427,2.669572,-0.108969676271748,0.116705088177008
