Seconds	O2	CO2	BP	WVP	FlowRate	Temperature	Marker
348	20.68743	0.511961	98.93964	2.750198	50.57265	26.57619	-1
349	20.68899	0.5146173	98.98464	2.752386	50.02264	26.57775	-1
350	20.69289	0.5163361	98.94339	2.752386	49.57889	26.56837	-1
351	20.68274	0.5147735	98.87963	2.750823	49.13513	26.56837	-1
352	20.67961	0.5158673	98.91713	2.751761	48.64137	26.56837	-1
353	20.68586	0.5177423	98.88338	2.752073	48.16011	26.58244	-1
354	20.67727	0.5185236	98.86089	2.752386	47.71635	26.57775	-1
355	20.67649	0.5197736	98.89088	2.751761	47.3351	26.5715	-1
356	20.68196	0.5236799	98.92088	2.751448	46.89759	26.56525	-1
357	20.68196	0.5257112	98.95464	2.751448	46.46008	26.56681	-1
358	20.69758	0.5260237	98.95088	2.750823	46.01008	26.57306	-1
359	20.69368	0.526805	98.93589	2.752698	45.58508	26.58869	54
360	20.70696	0.526805	98.92088	2.751761	45.12882	26.97307	-1
361	20.70617	0.5271175	98.92088	2.750511	44.89756	26.97619	-1
362	20.71243	0.5275862	98.89464	2.750198	44.79131	26.97463	-1
363	20.69602	0.5236799	98.90964	2.747386	44.2288	26.97932	-1
364	20.6968	0.5239924	98.88714	2.745823	43.72879	26.98713	-1
365	20.69602	0.5239924	98.87963	2.742698	43.13504	26.99651	-1
366	20.70383	0.5243049	98.87213	2.740511	42.83503	26.98244	-1
367	20.69446	0.5235237	98.89088	2.738011	42.46003	26.98713	-1
368	20.69758	0.5278987	99.01088	2.734573	42.05377	26.99651	-1
369	20.69758	0.5277425	98.95464	2.731136	41.48501	26.99494	-1
370	20.70774	0.5257112	98.99963	2.72926	41.28501	27.00119	-1
371	20.71711	0.526805	98.98464	2.727073	40.84125	27.00744	-1
372	20.71243	0.5260237	98.98464	2.724885	40.49125	27.00119	-1
373	20.71711	0.5271175	98.94339	2.723635	40.10999	26.99807	-1
374	20.71243	0.5238362	98.91338	2.72051	39.69748	27.00744	-1
375	20.71087	0.5235237	98.88338	2.71801	39.35373	27.00901	-1
376	20.69524	0.5243049	98.90588	2.715198	38.98497	27.00901	-1
377	20.70305	0.5243049	98.89088	2.713635	38.62872	27.01526	-1
378	20.69524	0.5227425	98.87589	2.711135	38.17246	27.00588	-1
379	20.69289	0.5228987	98.95088	2.708323	37.75996	27.00588	-1
380	20.69289	0.5238362	98.96588	2.705823	37.40995	27.01057	-1
381	20.71087	0.52743	98.93964	2.705198	37.02869	27.00901	-1
382	20.70696	0.52618	98.95088	2.70176	36.59119	27.01838	-1
